Bouteille_id,Date_deg,Commentaire
511,10/09/2017,"Bon, mais petit manque de caractère. Par contre, accord parfait avec du poisson et des moules marinieres."
512,18/05/2017,Miam ! Simple mais bon.
513,02/06/2017,Miam ! Simple mais bon.
514,06/07/2017,Miam ! Simple mais bon.
515,20/01/2018,Miam ! Simple mais bon.
516,23/03/2018,Miam ! Simple mais bon.
517,15/06/2019,Miam ! Simple mais bon.
518,18/05/2016,Très sucré. Un peu trop ? Ou alors à attendre. Meilleur en 19 mais pas encore très subtil
519,29/10/2019,Très sucré. Un peu trop ? Ou alors à attendre. Meilleur en 19 mais pas encore très subtil
520,03/07/2016,"Bof, fluide et acidulé."
521,17/06/2017,Pas mn truc...
522,20/11/2017,Pas mn truc...
523,15/07/2017,"Fermé et astringent actuellement, 100% Tannat, A tester en 2015, 10 ans de garde. Rapport q/psans doute moyen, à 13 EUR. Devient fort bon"
524,19/03/2020,"Très bon, raffiné, à boire mas peut aussi attendre. Très bon, ouvrir 3 heures avant. Bouteille d’octobre 2014 pas bonne du tout ! Mars 2020 : excellent après 5 h d'ouverture et encore meilleur le lendemain"
525,15/05/2015,"Fort bon, même meilleur qu’au salon. Sauvignon miam. Confirmé : excellent et excellent rapport q/p. A reprendre en 2017"
526,16/10/2015,"Fort bon, même meilleur qu’au salon. Sauvignon miam. Confirmé : excellent et excellent rapport q/p. A reprendre en 2017"
527,25/02/2017,"Fort bon, même meilleur qu’au salon. Sauvignon miam. Confirmé : excellent et excellent rapport q/p. A reprendre en 2017"
528,19/03/2017,"13 EUR, à attendre car passé en bois et encore un peu dissocié. Bouteille Mars 2017 un peu oxydée mais bien fondue"
529,24/11/2019,0
530,07/04/2018,Superlatif
531,28/06/2017,"Grand vin dans 10 ans. Pour le moment, très fin mais doit un peu digérer son sucre et gagner en amertume."
532,26/09/2015,"Très bon, très fin, mais à attendre 5 ans pour que l’acidité se fonde. Pas forcément un écart décisif avec le peyrette qui est quand même bcp moins cher !"
533,16/10/2015,très étrange. A attendre pour voir comment ce vin digère son élevage ambitieux (trop?). Meilleur sur la deuxieme bouteille et un minestrone
534,07/10/2016,très étrange. A attendre pour voir comment ce vin digère son élevage ambitieux (trop?). Meilleur sur la deuxieme bouteille et un minestrone
535,10/06/2017,"Très bon vouvray,doux sans acidité. Prix probablement excessif."
536,07/09/2016,0
537,07/10/2016,Doux.
538,29/03/2020,Sans surprise
539,21/12/2016,"Excellent, goût puissant de Syrah, très fin."
540,25/02/2018,A laisser attendre => puissant
541,03/11/2018,Très fin et élégant. Peut encore attendre un an. Très bon en 2021
542,16/10/2019,Très fin et élégant. Peut encore attendre un an. Très bon en 2021
543,03/12/2021,Très fin et élégant. Peut encore attendre un an. Très bon en 2021
544,17/07/2019,0
545,05/10/2018,"Pas mal. Pas mal, mais 29 EUR pour ça ?"
546,28/06/2021,"Pas mal. Pas mal, mais 29 EUR pour ça ?"
547,21/02/2020,"Très très bon, à boire sans trop tarder"
548,30/08/2018,0
549,15/11/2019,Bof
550,29/09/2016,"7.80 la bouteille. Très bon, mais meilleur après une heure d’ouverture. A faire vieillir, aussi. Bouteille 09/16 pas terrible... ?"
551,18/04/2018,"Bof, manque d’acidité ! Definitvement sans intérêt"
552,20/11/2016,Fort bon dans un style sec. Tester les cuvées plus haut de gamme de l’exploitant. Troisième bouteille assagie mais bonne aussi.
553,11/09/2021,Bien fait mais sans caractère
554,25/02/2017,"Très bon, mais à attendre et rapport q/p questionnable. Definitivement pas génial"
555,21/07/2021,"Très bon, mais à attendre et rapport q/p questionnable. Definitivement pas génial"
556,23/11/2015,Wow. Oxydé.
557,09/07/2018,Wow. Oxydé.
558,18/06/2016,Un peu oxydé. Deuxieme bouteille aussi oxydée que la première...
559,07/10/2016,Un peu oxydé. Deuxieme bouteille aussi oxydée que la première...
560,14/06/2020,"Excellent. Encore meilleur. Troisième bouteille plus aromatique, moins minérale, mais tout simplement excellente."
561,25/09/2021,"Excellent. Encore meilleur. Troisième bouteille plus aromatique, moins minérale, mais tout simplement excellente."
562,11/11/2021,"Excellent. Encore meilleur. Troisième bouteille plus aromatique, moins minérale, mais tout simplement excellente."
563,01/05/2021,Très bon ! Simple mais efficace
564,29/03/2020,Elegant mais manque de typicité et de race. Trop cher.
565,02/07/2018,"17 EUR. Bon vin, gras. A laisser poser quelques années pour qu’il s’ouvre. En l’état, bcp de potentiel mais peu de plaisir. Bien meilleur en 18"
566,19/02/2019,Excellent. Toujours excellent.
567,23/05/2021,Excellent. Toujours excellent.
568,20/06/2021,Excellent. Toujours excellent.
569,10/08/2019,"Haut de gamme. A attendre encore une bonne année pour que l'acidité se fonde et ce sera grand. Encore un brin fermé en 21, bien meilleur sous 48h : attendre!"
570,15/03/2021,"Haut de gamme. A attendre encore une bonne année pour que l'acidité se fonde et ce sera grand. Encore un brin fermé en 21, bien meilleur sous 48h : attendre!"
571,01/04/2018,Miam! Rapport q/p d'école…
572,01/06/2018,Miam! Rapport q/p d'école…
573,10/12/2019,Miam! Rapport q/p d'école…
574,16/01/2016,"10 la bouteille. Bon, léger, façon bourgueil. Mauvais rapport q/p mais bon vin."
575,19/03/2016,"20 EUR la bouteille. Prix justifié par un vin excellent, mais garde ? Deuxième bouteille subjectivement plus jeune ( !) et toujours très bonne."
576,19/09/2016,"20 EUR la bouteille. Prix justifié par un vin excellent, mais garde ? Deuxième bouteille subjectivement plus jeune ( !) et toujours très bonne."
577,13/09/2015,"contre 11 EUR la bouteille. Fin, style bourguignon (pas de fruit exubérant), presque pas typé gamay. A la fois bon mais un peu décevant pour qui cherche un caractere de beaujolais... Bouteille 2017 meilleure, excellent rapport q/p"
578,23/03/2017,"contre 11 EUR la bouteille. Fin, style bourguignon (pas de fruit exubérant), presque pas typé gamay. A la fois bon mais un peu décevant pour qui cherche un caractere de beaujolais... Bouteille 2017 meilleure, excellent rapport q/p"
579,15/03/2018,"contre 11 EUR la bouteille. Fin, style bourguignon (pas de fruit exubérant), presque pas typé gamay. A la fois bon mais un peu décevant pour qui cherche un caractere de beaujolais... Bouteille 2017 meilleure, excellent rapport q/p"
580,28/07/2019,bon !
581,15/12/2020,bon !
582,07/04/2019,Très bon. Un peu moins que le lamartine mais quand meme très bon en 2020
583,23/11/2020,Très bon. Un peu moins que le lamartine mais quand meme très bon en 2020
584,24/12/2017,Contre 17 en temps normal. Très bon ! Voire très bon.
585,26/02/2022,Contre 17 en temps normal. Très bon ! Voire très bon.
586,18/03/2020,"Vs 15 habituellement. Bon, équilibré, à point."
587,03/12/2021,"30 EUR la bouteille. Excellent, mais à boire."
588,27/10/2015,Très bon dans un style austère. Demande du temps d’ouverture ou à vieillir un peu. Dernière bouteille Avril 2017 : excellent !! A recommander et laisser vieillir.
589,04/04/2017,Très bon dans un style austère. Demande du temps d’ouverture ou à vieillir un peu. Dernière bouteille Avril 2017 : excellent !! A recommander et laisser vieillir.
590,25/08/2018,yeah
591,08/08/2019,yeah
592,26/12/2021,"34 EUR la bouteille (!). Fin, mais pas exceptionnellement puissant"
593,23/05/2016,"Bon dans un style austère. A laisser vieillir deux ans. En 2020, excellent !"
594,12/10/2020,"Bon dans un style austère. A laisser vieillir deux ans. En 2020, excellent !"
595,15/10/2016,Très bien ! Trop cher !
596,10/08/2017,Très bien ! Trop cher !
597,26/01/2016,"Bof, sans grand caractère."
598,26/10/2017,Contre 13 dans le commerce. A tester. Première bouteille bouchonnée mais potentiel intéressant. Deuxieme bouteille : miam ! Troisième bouteille : plus de bois (vanillé) qu’avant ? Phase de fermeture ? A laisser poser un an avant de retester. Quatrième bouteille donnée.
599,04/09/2020,Excellent !
600,20/11/2021,"Très bon, complexe, harmonieux, manque un tout petit peu de fruit, mais pas de sensation d'alcool."
601,15/10/2016,"23 EUR la bouteille. Grand vin. Mais que d’alcool ! Doute sur la conservation : déjà évolué… Bouteille 2022 très bonne, toujours aussi alcooleuse mais aromes de ouf le deuxième jour"
602,31/12/2016,"23 EUR la bouteille. Grand vin. Mais que d’alcool ! Doute sur la conservation : déjà évolué… Bouteille 2022 très bonne, toujours aussi alcooleuse mais aromes de ouf le deuxième jour"
603,10/02/2018,"23 EUR la bouteille. Grand vin. Mais que d’alcool ! Doute sur la conservation : déjà évolué… Bouteille 2022 très bonne, toujours aussi alcooleuse mais aromes de ouf le deuxième jour"
604,20/02/2022,"23 EUR la bouteille. Grand vin. Mais que d’alcool ! Doute sur la conservation : déjà évolué… Bouteille 2022 très bonne, toujours aussi alcooleuse mais aromes de ouf le deuxième jour"
605,06/08/2019,"26 EUR la bouteille. Hors norme, dans un style très puissant. Regouté Mai 2015, un peu trop boisé : a attendre ?"
606,20/10/2017,"100% Syrah, grand vin en devenir. EDIT Nov 14 : très (trop ?) cassis, un rien écoeurant. Vin d’apéritif ? Mieux en Oct 17, toujours très cassis mais pas écoeurant."
607,14/02/2018,"100% Syrah, grand vin en devenir. EDIT Nov 14 : très (trop ?) cassis, un rien écoeurant. Vin d’apéritif ? Mieux en Oct 17, toujours très cassis mais pas écoeurant."
608,27/12/2016,"A point, puissance et finesse, un des meilleurs bordeaux bus."
609,22/02/2020,Moyen
610,20/04/2016,"Bon, bois digéré, pas un grand bordeaux mais très agréable sur 2 jours."
611,12/09/2020,"Bon, très particulier. Vaut son prix (23 euros) ? Ne semble pas fait pour etre conservé plus de cinq ans. Bouteille de 2020 excellente."
612,01/10/2016,24 euros la bouteille. Bon dans un style boisé. Bcp trop cher
613,07/04/2018,24 euros la bouteille. Bon dans un style boisé. Bcp trop cher
614,25/08/2019,24 euros la bouteille. Bon dans un style boisé. Bcp trop cher
615,22/09/2019,Excellent !
616,20/08/2020,Bon ! Bien fait masi enterré par les autres adresses en Cahors
617,24/07/2021,Bon ! Bien fait masi enterré par les autres adresses en Cahors
618,20/08/2021,"Deuxieme bouteille bonne, acidité moins pregnante : sera parfait en 2022"
619,01/11/2021,Sans intérêt
620,29/10/2019,25 EUR. A boire sans trop attendre. Ne vaut clairement pas son prix
621,10/04/2022,25 EUR. A boire sans trop attendre. Ne vaut clairement pas son prix
622,13/12/2021,"Très bon, dans un style léger-beaujo. Aromatique singulière. Découvrir les autres vins de la gamme."
623,27/03/2016,"Moins intéressant que le Cauhapé : peu d’aromes, repose surtout sur ‘equilibre acide-sucres."
624,01/05/2016,Pas bon.
625,27/12/2016,"Très fin, acidité modulée."
626,19/03/2016,Très bon avec une certaine acidité.
627,23/11/2018,Miam. Encore plus miam en 2021. une tuerie.
628,23/08/2021,Miam. Encore plus miam en 2021. une tuerie.
629,02/09/2021,Miam. Encore plus miam en 2021. une tuerie.
630,15/02/2019,Très bon.
631,04/12/2021,Bon ! Un peu jofflu mais pierre à fusil.
632,21/08/2017,"Très Bon,peut attendre et se polir. Devient bon, avec le temps."
633,21/05/2018,"Très Bon,peut attendre et se polir. Devient bon, avec le temps."
634,25/09/2021,"Très expressif, parfaitement homogène. Deuxieme bouteille plus boisée, plus CdR que Cahors…"
635,28/11/2021,"Très expressif, parfaitement homogène. Deuxieme bouteille plus boisée, plus CdR que Cahors…"
636,15/08/2019,0
637,28/04/2016,"Les C9P sont à boire jeunes ou après 8 ans, mais entre deux : potentiel énorme mais le cul entre deux chaises."
638,28/07/2016,"Pinot épicé, matiné de chardonnay. Relativement puissant et rustique. A voir si ça se garde un peu. Fort bon mais peut en effet attendre au moins deux ans. Pas mal, mais pas non plus fou"
639,02/05/2020,"Pinot épicé, matiné de chardonnay. Relativement puissant et rustique. A voir si ça se garde un peu. Fort bon mais peut en effet attendre au moins deux ans. Pas mal, mais pas non plus fou"
640,28/07/2017,"Acheté pour l’anniv d’Emilie. Leger et poivré. Fort bon rapport q/p et pas d’ure$gence à le boire même si bon dès maintenant. Deuxième bouteille moins appréciée mais j’aime son côté léger/poivré. Bon, même si mimile ne l'aime pas."
641,01/10/2017,"Acheté pour l’anniv d’Emilie. Leger et poivré. Fort bon rapport q/p et pas d’ure$gence à le boire même si bon dès maintenant. Deuxième bouteille moins appréciée mais j’aime son côté léger/poivré. Bon, même si mimile ne l'aime pas."
642,03/10/2019,"Acheté pour l’anniv d’Emilie. Leger et poivré. Fort bon rapport q/p et pas d’ure$gence à le boire même si bon dès maintenant. Deuxième bouteille moins appréciée mais j’aime son côté léger/poivré. Bon, même si mimile ne l'aime pas."
643,28/11/2021,"Acheté pour l’anniv d’Emilie. Leger et poivré. Fort bon rapport q/p et pas d’ure$gence à le boire même si bon dès maintenant. Deuxième bouteille moins appréciée mais j’aime son côté léger/poivré. Bon, même si mimile ne l'aime pas."
644,21/02/2018,"Bon, sans prétention. Deuxième bouteille fine. Troisième OK. Sans émotion particulière."
645,11/04/2019,"Bon, sans prétention. Deuxième bouteille fine. Troisième OK. Sans émotion particulière."
646,30/08/2021,"Bon, sans prétention. Deuxième bouteille fine. Troisième OK. Sans émotion particulière."
647,28/10/2016,"Vs 10 habituellement. Très bon rapport q/p, bon vin bien qu’un peu alcooleux, à attendre un peu."
648,01/08/2018,"Vs 10 habituellement. Très bon rapport q/p, bon vin bien qu’un peu alcooleux, à attendre un peu."
649,01/01/2022,"Contre 40 habituellement. Très bon, mais cher (!)"
650,09/09/2016,"Bien, moins bon que le beaurenard mais très agréable (framboise!). A ouvrir 2 h en avance."
651,27/10/2021,Bu trop tard : a boire dans les deux ans.
652,02/08/2018,"Parfait, à maturité"
653,09/07/2017,"9 EUR : miam ! Fruité, gourmand. Pas d’une profondeur incroyable mais excellent rapport q/p surtout après une heure d’ouverture. Toujours très bon."
654,06/11/2015,"Très bon, mais à attendre encore un peu ! Assez plein maintenant ? A boire ; dernière bouteille moins agréable : trop froid ou trop vieux ?"
655,29/12/2016,"Très bon, mais à attendre encore un peu ! Assez plein maintenant ? A boire ; dernière bouteille moins agréable : trop froid ou trop vieux ?"
656,10/05/2018,Reste un peu vert.
657,14/07/2017,Bof bof bof
658,01/01/2020,Bouteille déviante.
659,01/06/2019,Fete Emilie 2016
660,30/03/2019,Excellent
661,08/12/2016,Vs 23 habituellement. Bon mais sera meilleur dans 2 ans
662,08/05/2016,Pas génial (acide?). A retester dans qqs mois. Deuxième bouteille très agréable. Troisième itou. Quatrième bien zaussi.
663,15/05/2016,Pas génial (acide?). A retester dans qqs mois. Deuxième bouteille très agréable. Troisième itou. Quatrième bien zaussi.
664,14/01/2018,Pas génial (acide?). A retester dans qqs mois. Deuxième bouteille très agréable. Troisième itou. Quatrième bien zaussi.
665,09/09/2015,"Bon, mais demande à s’aérer un peu + température. Fin, mais encore dissocié (entrée de bouche fine puis bois puis alcool)=> retenter en 2016. Deuxième bouteille TRES agréable. Dernière bouteille à maturité, donc à consommer après 4 à 5 ans. A re-commander !"
666,20/02/2016,"Bon, mais demande à s’aérer un peu + température. Fin, mais encore dissocié (entrée de bouche fine puis bois puis alcool)=> retenter en 2016. Deuxième bouteille TRES agréable. Dernière bouteille à maturité, donc à consommer après 4 à 5 ans. A re-commander !"
667,09/08/2016,"Bon, mais demande à s’aérer un peu + température. Fin, mais encore dissocié (entrée de bouche fine puis bois puis alcool)=> retenter en 2016. Deuxième bouteille TRES agréable. Dernière bouteille à maturité, donc à consommer après 4 à 5 ans. A re-commander !"
668,16/08/2019,Miam.
669,10/06/2017,Style boisé mais bon
670,15/08/2020,"Très bien, bon rapport q/p."
671,10/04/2021,"Très bien, bon rapport q/p."
672,13/12/2020,EXCELLENT
673,05/02/2022,un peu alcooleux
674,09/02/2017,"Acidité mordante pour le moment, mais grande finesse. A oublier 2 ans min. Acidité estompée, beaux parfums mais peut encore attendre. S'ouvre : très bon. 2019 : excellent."
675,02/06/2018,"Acidité mordante pour le moment, mais grande finesse. A oublier 2 ans min. Acidité estompée, beaux parfums mais peut encore attendre. S'ouvre : très bon. 2019 : excellent."
676,30/03/2019,"Acidité mordante pour le moment, mais grande finesse. A oublier 2 ans min. Acidité estompée, beaux parfums mais peut encore attendre. S'ouvre : très bon. 2019 : excellent."
677,25/05/2019,"Acidité mordante pour le moment, mais grande finesse. A oublier 2 ans min. Acidité estompée, beaux parfums mais peut encore attendre. S'ouvre : très bon. 2019 : excellent."
678,28/07/2017,"Très bon, dénué de bois, mais sans acidité. A attendre encore un tantinet. A point en 2019. Très bon en 22."
679,22/09/2019,"Très bon, dénué de bois, mais sans acidité. A attendre encore un tantinet. A point en 2019. Très bon en 22."
680,16/01/2022,"Très bon, dénué de bois, mais sans acidité. A attendre encore un tantinet. A point en 2019. Très bon en 22."
681,18/03/2015,"12 EUR : rustique comme il faut, peut s’attendre."
682,11/02/2016,"12 EUR : rustique comme il faut, peut s’attendre."
683,07/10/2016,"12 EUR : rustique comme il faut, peut s’attendre."
684,20/04/2020,"12 EUR : rustique comme il faut, peut s’attendre."
685,07/03/2020,"Bon, bien qu'un peu dilué."
686,28/06/2020,"Très bonne surprise ! Bon, mais moins fin que d'autres saint jo."
687,15/02/2021,"Très bonne surprise ! Bon, mais moins fin que d'autres saint jo."
688,11/10/2015,"Bon, très long en bouche. Arômes assez inédit pour moi (cire ?) ; Acidité encore prononcée qui pourrait se polir avec encore deux ans en bouteilles. Deuxieme bouteille clairement oxydée ! Troisieme tres tres bonne"
689,17/02/2018,"Bon, très long en bouche. Arômes assez inédit pour moi (cire ?) ; Acidité encore prononcée qui pourrait se polir avec encore deux ans en bouteilles. Deuxieme bouteille clairement oxydée ! Troisieme tres tres bonne"
690,09/12/2014,"13,50 la bouteille. Grosse acidité, estompée le lendemain : à laisser vieillir ? Deuxième bouteille bien plus équilibrée ; oxydation toujours bénéfique. A laisser poser encore deux ans."
691,21/07/2016,"13,50 la bouteille. Grosse acidité, estompée le lendemain : à laisser vieillir ? Deuxième bouteille bien plus équilibrée ; oxydation toujours bénéfique. A laisser poser encore deux ans."
692,28/03/2018,"13,50 la bouteille. Grosse acidité, estompée le lendemain : à laisser vieillir ? Deuxième bouteille bien plus équilibrée ; oxydation toujours bénéfique. A laisser poser encore deux ans."
693,03/06/2016,"Doux, agréable, sans grande subtilité. Peu de potentiel d’evolution à prevoir. Meilleur en 2016"
694,20/08/2020,0
695,22/08/2020,0
696,27/11/2015,Cot traditionnel : à regouter avec le palais frais.
697,10/04/2021,Cot traditionnel : à regouter avec le palais frais.
698,01/05/2019,Menu Pineau passé en bois. Lui laisser le temps de s’harmoniser. Pas mal mais vite oxydé
699,11/03/2018,Excellent
700,03/03/2017,"Pas fifou, nez sympa mais bouche décevante"
701,01/03/2021,"Bon, mais finale étrange."
702,26/02/2017,Vs 23 habituellement. Oxydé (comme svt les saveniieres?)
703,25/11/2016,Plus alcooleux que le 2011 ? Oui.
704,28/04/2017,Plus alcooleux que le 2011 ? Oui.
705,05/09/2018,Plus alcooleux que le 2011 ? Oui.
706,02/10/2015,"13 EUR. Très fin, À ouvrir impérativement une heure ou plus (carafe?). Deux heures min même."
707,16/01/2016,"13 EUR. Très fin, À ouvrir impérativement une heure ou plus (carafe?). Deux heures min même."
708,14/12/2017,"13 EUR. Très fin, À ouvrir impérativement une heure ou plus (carafe?). Deux heures min même."
709,14/02/2018,"13 EUR. Très fin, À ouvrir impérativement une heure ou plus (carafe?). Deux heures min même."
710,28/06/2018,"13 EUR. Très fin, À ouvrir impérativement une heure ou plus (carafe?). Deux heures min même."
711,20/12/2019,"13 EUR. Très fin, À ouvrir impérativement une heure ou plus (carafe?). Deux heures min même."
712,17/02/2021,"Décevant, manque de finesse et fort en alcool. Deuxième bien mieux."
713,02/09/2021,"Décevant, manque de finesse et fort en alcool. Deuxième bien mieux."
714,16/10/2015,Valeur sûre. Toujours aussi bon. s’affine avec le temps.
715,31/12/2015,Valeur sûre. Toujours aussi bon. s’affine avec le temps.
716,20/09/2020,Valeur sûre. Toujours aussi bon. s’affine avec le temps.
717,18/08/2019,"Très bon dans un style un brin trop moderne. Deuxième bouteille plus fondue, très bonne. Troisième excellente si pas très aromatique : bu trop jeune?"
718,20/08/2020,"Très bon dans un style un brin trop moderne. Deuxième bouteille plus fondue, très bonne. Troisième excellente si pas très aromatique : bu trop jeune?"
719,23/01/2022,"Très bon dans un style un brin trop moderne. Deuxième bouteille plus fondue, très bonne. Troisième excellente si pas très aromatique : bu trop jeune?"
720,11/12/2021,"Très bon, bien sec, mais encore meilleur dans un à deux ans, amha."
721,26/02/2022,Miam
722,05/09/2019,0
723,19/02/2016,"Très bon, avec une vraie fraîcheur pour soutenir le tout. A recommander."
724,11/11/2017,"Putain de bon, mais encore meilleur en 2019 min. Reste une acidité pregnante : effet millésime ?"
725,10/05/2018,"Putain de bon, mais encore meilleur en 2019 min. Reste une acidité pregnante : effet millésime ?"
726,18/07/2020,"Putain de bon, mais encore meilleur en 2019 min. Reste une acidité pregnante : effet millésime ?"
727,20/07/2021,"Putain de bon, mais encore meilleur en 2019 min. Reste une acidité pregnante : effet millésime ?"
728,28/06/2017,"Fort bon, très syrah, légèrement perlant. Deuxième bouteille vraiment miam."
729,20/01/2018,"Fort bon, très syrah, légèrement perlant. Deuxième bouteille vraiment miam."
730,31/03/2016,"Corbieres pas trop terreux, parfait. A voir sur la longueur. 08/06 : peut attendre même si deja très equilibré. Presque parfait maintenant. Encore très bon en 19."
731,16/02/2019,"Corbieres pas trop terreux, parfait. A voir sur la longueur. 08/06 : peut attendre même si deja très equilibré. Presque parfait maintenant. Encore très bon en 19."
732,07/01/2018,Très très bon.
733,28/04/2016,Contre 22 habituellement. Excellent.
734,01/04/2018,Très bon : leger sucre
735,23/04/2016,Contre 17 habituekkement. Excellent.
736,03/07/2016,"Contre 20 habituellement. Par contre, urticant pour Herbie."
737,31/12/2019,Mouais
738,02/06/2017,Correct. Mais il doit y avoir mieux en chablis.
739,04/06/2017,Correct. Mais il doit y avoir mieux en chablis.
740,10/08/2017,Correct. Mais il doit y avoir mieux en chablis.
741,05/11/2017,Correct. Mais il doit y avoir mieux en chablis.
742,01/03/2018,Correct. Mais il doit y avoir mieux en chablis.
743,16/04/2018,Correct. Mais il doit y avoir mieux en chablis.
744,17/08/2019,18 EUR → equilibre souverain.
745,23/07/2021,18 EUR → equilibre souverain.
746,01/05/2017,18 EUR → un rien de SR en finale ? Creux au milieu de bouche. A laisser s’homogénéiser. Pas encore à point (2017) 2019 : miam. 2021 : incroyable.
747,28/04/2019,18 EUR → un rien de SR en finale ? Creux au milieu de bouche. A laisser s’homogénéiser. Pas encore à point (2017) 2019 : miam. 2021 : incroyable.
748,31/12/2021,18 EUR → un rien de SR en finale ? Creux au milieu de bouche. A laisser s’homogénéiser. Pas encore à point (2017) 2019 : miam. 2021 : incroyable.
749,29/11/2015,"8 EUR : pas mal, à servir pas trop froid pour qu’il s’anime un peu. Meilleur cette fois mais un peu écroulé le lendemain. Decevant sur la trosieme"
750,16/12/2015,"8 EUR : pas mal, à servir pas trop froid pour qu’il s’anime un peu. Meilleur cette fois mais un peu écroulé le lendemain. Decevant sur la trosieme"
751,15/01/2017,"8 EUR : pas mal, à servir pas trop froid pour qu’il s’anime un peu. Meilleur cette fois mais un peu écroulé le lendemain. Decevant sur la trosieme"
752,20/11/2021,"Très bon, style intéressant, minéral mais pas trop : sera peut-être plus harmonieux en 2022 ?"
753,20/02/2019,0
754,11/12/2015,"Crozes Hermitage assez puissant, ps très fruité : j’aime bcp, JM beaucoup moins ; Deuxième bouteille moins agréable. Troisième bonne :d emande de l’aération et un peu de temps en bouteille (2016 pour du 2012). 4e bouteille pas mauvaise mais rapport q/p pas excellent. 5e un peu fermée/éteinte ?"
755,23/09/2016,"Crozes Hermitage assez puissant, ps très fruité : j’aime bcp, JM beaucoup moins ; Deuxième bouteille moins agréable. Troisième bonne :d emande de l’aération et un peu de temps en bouteille (2016 pour du 2012). 4e bouteille pas mauvaise mais rapport q/p pas excellent. 5e un peu fermée/éteinte ?"
756,20/05/2017,"Crozes Hermitage assez puissant, ps très fruité : j’aime bcp, JM beaucoup moins ; Deuxième bouteille moins agréable. Troisième bonne :d emande de l’aération et un peu de temps en bouteille (2016 pour du 2012). 4e bouteille pas mauvaise mais rapport q/p pas excellent. 5e un peu fermée/éteinte ?"
